anime_title	speaker	line_count
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Naranr	1
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Naran	9
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Fugo	9
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Abba	14
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Mist	9
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Bruno	13
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Mista	108
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Nara	8
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Mario	9
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Sale	9
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Sign	2
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	B*llet	8
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	B*ll*ts	5
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Guy	14
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Menace,Sfx	1
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Bazoo,Sfx	1
