anime_title	speaker	line_count
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Bruno	17
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Cio	85
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Mista	12
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Secco	36
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	B*ll*ts	1
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Five	34
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	One	13
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Six	4
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Both	1
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Msita	1
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Sign	3
