anime_title	speaker	line_count
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Pro	32
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Pesci	121
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Bruno	56
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Six	44
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Guy	17
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Sign	4
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Borgh,Sfx	1
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Trish	10
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Goodbye_,Sign	1
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Prosciutto____De,Sign	1
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Phone	2
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Melone	4
