anime_title	speaker	line_count
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Dia	12
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Crunch,Sfx	2
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	No_one_can_escap,Op subs	4
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Trish	43
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Crunch,Sign	1
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Mista	35
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Both	1
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Nara	28
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	B*ll*ts	2
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Cop	3
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Guy	2
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Lady	1
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Turtle	81
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Who_swapped_with,Sign	1
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Mista___________,Sign	4
JoJo's Bizarre Adventure: Golden Wind - Episode 01 (Gold Experience)	Turtrle	1
